WalletId,NftId,Date1,Date2,TotalDays,Interest
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,71,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,72,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,73,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,74,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,75,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,76,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,77,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,78,2022-06-26,2022-07-25,30,49.31506849315071
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14,79,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,80,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,81,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,82,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,83,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,84,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,85,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,86,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,87,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,88,2022-06-26,2022-07-25,30,49.31506849315071
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9,89,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,90,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,91,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,92,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,93,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,94,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,95,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,96,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,97,2022-06-26,2022-07-25,30,49.31506849315071
0x0aD69960F945852fA72B04467472CD42B2181180,98,2022-06-26,2022-07-25,30,49.31506849315071
