WalletId|NftId|Date1|Date2|TotalDays|Interest
0x1c139c86C86075e08Cd7730165eE76900F66BebD|63|2022-04-26|2022-05-27|32|52.60273972602743
0x1c139c86C86075e08Cd7730165eE76900F66BebD|64|2022-04-26|2022-05-01|6|9.863013698630136
0x1c139c86C86075e08Cd7730165eE76900F66BebD|65|2022-04-26|2022-05-02|7|11.506849315068491
0x1c139c86C86075e08Cd7730165eE76900F66BebD|66|2022-04-26|2022-06-13|49|80.54794520547946
0x1c139c86C86075e08Cd7730165eE76900F66BebD|67|2022-04-26|2022-05-03|8|13.150684931506847
0x1c139c86C86075e08Cd7730165eE76900F66BebD|68|2022-04-26|2022-05-16|21|34.52054794520548
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|70|2022-04-26|2022-05-05|10|16.43835616438356
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|71|2022-04-26|2022-06-04|40|65.7534246575343
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|72|2022-04-26|2022-05-08|13|21.369863013698627
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|73|2022-04-26|2022-05-11|16|26.301369863013694
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|74|2022-04-26|2022-05-08|13|21.369863013698627
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|75|2022-04-26|2022-05-08|13|21.369863013698627
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|76|2022-04-26|2022-06-02|38|62.465753424657585
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|77|2022-04-26|2022-05-30|35|57.53424657534251
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|78|2022-04-26|2022-05-01|6|9.863013698630136
0xf9a6fC991090441eAe7C0A95f55B71cA4f3eBA14|79|2022-04-26|2022-05-09|14|23.013698630136982
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|80|2022-04-26|2022-06-08|44|72.3287671232877
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|81|2022-04-26|2022-05-13|18|29.589041095890405
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|82|2022-04-26|2022-07-01|67|109.31506849315063
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|83|2022-04-26|2022-05-06|11|18.082191780821915
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|84|2022-04-26|2022-05-02|7|11.506849315068491
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|85|2022-04-26|2022-05-15|20|32.87671232876712
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|86|2022-04-26|2022-05-01|6|9.863013698630136
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|87|2022-04-26|2022-05-10|15|24.657534246575338
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|88|2022-04-26|2022-05-01|6|9.863013698630136
0x1352e95f4Ad4F8D6eE4CB4969C720631e09284a9|89|2022-04-26|2022-07-01|67|109.31506849315063
0x0aD69960F945852fA72B04467472CD42B2181180|90|2022-04-26|2022-05-09|14|23.013698630136982
0x0aD69960F945852fA72B04467472CD42B2181180|91|2022-04-26|2022-05-20|25|41.095890410958916
0x0aD69960F945852fA72B04467472CD42B2181180|92|2022-04-26|2022-05-04|9|14.794520547945202
0x0aD69960F945852fA72B04467472CD42B2181180|93|2022-04-26|2022-05-15|20|32.87671232876712
0x0aD69960F945852fA72B04467472CD42B2181180|94|2022-04-26|2022-07-01|67|109.31506849315063
0x0aD69960F945852fA72B04467472CD42B2181180|95|2022-04-26|2022-05-14|19|31.23287671232876
0x0aD69960F945852fA72B04467472CD42B2181180|96|2022-04-26|2022-05-07|12|19.72602739726027
0x0aD69960F945852fA72B04467472CD42B2181180|97|2022-04-26|2022-06-04|40|65.7534246575343
0x0aD69960F945852fA72B04467472CD42B2181180|98|2022-04-26|2022-05-02|7|11.506849315068491
0x0aD69960F945852fA72B04467472CD42B2181180|99|2022-04-26|2022-05-19|24|39.452054794520556
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|100|2022-04-26|2022-05-05|10|16.43835616438356
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|101|2022-04-26|2022-05-19|24|39.452054794520556
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|102|2022-04-26|2022-05-08|13|21.369863013698627
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|103|2022-04-26|2022-05-16|21|34.52054794520548
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|104|2022-04-26|2022-06-01|37|60.821917808219226
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|105|2022-04-26|2022-05-10|15|24.657534246575338
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|106|2022-04-26|2022-05-26|31|50.95890410958907
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|107|2022-04-26|2022-05-20|25|41.095890410958916
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|108|2022-04-26|2022-05-04|9|14.794520547945202
0x160DC352F4bdA0221ec9871Be532E65C4F9A8c33|109|2022-04-26|2022-05-03|8|13.150684931506847
0x5F0608dafc19938d0DEa964bD3452d099168b22c|110|2022-04-26|2022-05-03|8|13.150684931506847
0x5F0608dafc19938d0DEa964bD3452d099168b22c|111|2022-04-26|2022-05-22|27|44.383561643835634
0x5F0608dafc19938d0DEa964bD3452d099168b22c|112|2022-04-26|2022-05-27|32|52.60273972602743
0x5F0608dafc19938d0DEa964bD3452d099168b22c|113|2022-04-26|2022-05-06|11|18.082191780821915
0x5F0608dafc19938d0DEa964bD3452d099168b22c|114|2022-04-26|2022-05-01|6|9.863013698630136
0x5F0608dafc19938d0DEa964bD3452d099168b22c|115|2022-04-26|2022-05-03|8|13.150684931506847
0x5F0608dafc19938d0DEa964bD3452d099168b22c|116|2022-04-26|2022-07-01|67|109.31506849315063
0x5F0608dafc19938d0DEa964bD3452d099168b22c|117|2022-04-26|2022-05-31|36|59.17808219178087
0x5F0608dafc19938d0DEa964bD3452d099168b22c|119|2022-04-26|2022-05-07|12|19.72602739726027
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|120|2022-04-26|2022-06-21|57|93.69863013698628
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|121|2022-04-26|2022-05-01|6|9.863013698630136
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|122|2022-04-26|2022-05-02|7|11.506849315068491
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|123|2022-04-26|2022-05-01|6|9.863013698630136
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|124|2022-04-26|2022-05-03|8|13.150684931506847
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|125|2022-04-26|2022-05-14|19|31.23287671232876
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|126|2022-04-26|2022-05-04|9|14.794520547945202
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|127|2022-04-26|2022-06-27|63|103.5616438356164
0x214789f81ab066933e53C3d020e01aBB86CC9BB9|129|2022-04-26|2022-05-06|11|18.082191780821915
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|130|2022-04-26|2022-05-04|9|14.794520547945202
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|131|2022-04-26|2022-05-24|29|47.67123287671235
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|132|2022-04-26|2022-05-09|14|23.013698630136982
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|134|2022-04-26|2022-05-25|30|49.31506849315071
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|135|2022-04-26|2022-07-01|67|109.31506849315063
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|136|2022-04-26|2022-05-03|8|13.150684931506847
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|137|2022-04-26|2022-05-16|21|34.52054794520548
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|138|2022-04-26|2022-05-02|7|11.506849315068491
0xe35c90dCe28f3EdED3793362F35EAB8D2B6dDB57|139|2022-04-26|2022-05-14|19|31.23287671232876
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|140|2022-04-26|2022-05-28|33|54.24657534246579
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|141|2022-04-26|2022-06-01|37|60.821917808219226
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|142|2022-04-26|2022-05-03|8|13.150684931506847
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|143|2022-04-26|2022-05-06|11|18.082191780821915
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|144|2022-04-26|2022-05-07|12|19.72602739726027
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|145|2022-04-26|2022-05-09|14|23.013698630136982
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|146|2022-04-26|2022-05-05|10|16.43835616438356
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|147|2022-04-26|2022-05-09|14|23.013698630136982
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|148|2022-04-26|2022-06-03|39|64.10958904109594
0x500d449F6ce970F460F1eb87FA53aC7491eA4B2C|149|2022-04-26|2022-06-04|40|65.7534246575343
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|150|2022-04-26|2022-05-15|20|32.87671232876712
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|151|2022-04-26|2022-05-23|28|46.02739726027399
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|152|2022-04-26|2022-05-20|25|41.095890410958916
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|153|2022-04-26|2022-06-02|38|62.465753424657585
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|154|2022-04-26|2022-05-05|10|16.43835616438356
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|155|2022-04-26|2022-06-05|41|67.39726027397265
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|156|2022-04-26|2022-05-31|36|59.17808219178087
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|157|2022-04-26|2022-05-14|19|31.23287671232876
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|158|2022-04-26|2022-06-30|66|108.49315068493145
0x5C54a0e94ab44a47d8ec252eFf24D2538E81359F|159|2022-04-26|2022-05-06|11|18.082191780821915
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|160|2022-04-26|2022-05-15|20|32.87671232876712
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|161|2022-04-26|2022-05-03|8|13.150684931506847
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|162|2022-04-26|2022-05-01|6|9.863013698630136
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|163|2022-04-26|2022-05-02|7|11.506849315068491
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|164|2022-04-26|2022-05-15|20|32.87671232876712
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|165|2022-04-26|2022-05-23|28|46.02739726027399
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|166|2022-04-26|2022-05-02|7|11.506849315068491
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|167|2022-04-26|2022-05-12|17|27.94520547945205
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|168|2022-04-26|2022-05-11|16|26.301369863013694
0x1d4148EA001Bad92F02DBA2de8062d3A617eF518|169|2022-04-26|2022-05-05|10|16.43835616438356
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|170|2022-04-26|2022-06-06|42|69.041095890411
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|171|2022-04-26|2022-05-09|14|23.013698630136982
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|172|2022-04-26|2022-05-23|28|46.02739726027399
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|173|2022-04-26|2022-05-10|15|24.657534246575338
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|174|2022-04-26|2022-05-22|27|44.383561643835634
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|175|2022-04-26|2022-07-01|67|109.31506849315063
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|176|2022-04-26|2022-05-01|6|9.863013698630136
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|177|2022-04-26|2022-05-08|13|21.369863013698627
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|178|2022-04-26|2022-05-02|7|11.506849315068491
0x33d4e8196370484e64E4e05B9B404BD63e1D7C7D|179|2022-04-26|2022-07-01|67|109.31506849315063
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|180|2022-04-26|2022-05-11|16|26.301369863013694
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|181|2022-04-26|2022-05-22|27|44.383561643835634
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|182|2022-04-26|2022-05-14|19|31.23287671232876
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|183|2022-04-26|2022-05-01|6|9.863013698630136
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|184|2022-04-26|2022-05-03|8|13.150684931506847
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|185|2022-04-26|2022-05-09|14|23.013698630136982
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|186|2022-04-26|2022-06-01|37|60.821917808219226
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|187|2022-04-26|2022-05-06|11|18.082191780821915
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|188|2022-04-26|2022-05-09|14|23.013698630136982
0xCc4e896a88e7eE0cc7e7C1aB8DE233b7BEFaC0eA|189|2022-04-26|2022-05-11|16|26.301369863013694
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|190|2022-04-26|2022-06-30|66|108.49315068493145
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|191|2022-04-26|2022-05-09|14|23.013698630136982
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|192|2022-04-26|2022-06-11|47|77.26027397260276
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|193|2022-04-26|2022-05-07|12|19.72602739726027
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|194|2022-04-26|2022-05-01|6|9.863013698630136
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|195|2022-04-26|2022-07-01|67|109.31506849315063
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|196|2022-04-26|2022-05-17|22|36.16438356164384
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|197|2022-04-26|2022-05-02|7|11.506849315068491
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|198|2022-04-26|2022-05-06|11|18.082191780821915
0x41Dcc91b3a954b82637640baC4946A1aeCD3E2d4|199|2022-04-26|2022-06-01|37|60.821917808219226
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|200|2022-04-26|2022-06-29|65|106.8493150684931
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|201|2022-04-26|2022-06-07|43|70.68493150684935
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|202|2022-04-26|2022-05-19|24|39.452054794520556
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|203|2022-04-26|2022-05-10|15|24.657534246575338
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|204|2022-04-26|2022-05-15|20|32.87671232876712
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|205|2022-04-26|2022-05-22|27|44.383561643835634
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|206|2022-04-26|2022-05-01|6|9.863013698630136
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|207|2022-04-26|2022-05-02|7|11.506849315068491
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|208|2022-04-26|2022-06-05|41|67.39726027397265
0x03898e56519607De1D9701b9FdC9D0c4Fbf8dDd5|209|2022-04-26|2022-05-18|23|37.8082191780822
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|210|2022-04-26|2022-06-03|39|64.10958904109594
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|211|2022-04-26|2022-05-04|9|14.794520547945202
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|212|2022-04-26|2022-06-05|41|67.39726027397265
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|213|2022-04-26|2022-05-17|22|36.16438356164384
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|214|2022-04-26|2022-06-05|41|67.39726027397265
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|215|2022-04-26|2022-05-09|14|23.013698630136982
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|216|2022-04-26|2022-05-08|13|21.369863013698627
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|217|2022-04-26|2022-05-10|15|24.657534246575338
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|218|2022-04-26|2022-05-18|23|37.8082191780822
0x55F8E21e57834f8CDdE46314A9F11eb7D51e6e7b|219|2022-04-26|2022-05-01|6|9.863013698630136
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|220|2022-04-26|2022-05-04|9|14.794520547945202
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|221|2022-04-26|2022-05-11|16|26.301369863013694
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|222|2022-04-26|2022-05-18|23|37.8082191780822
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|223|2022-04-26|2022-05-06|11|18.082191780821915
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|224|2022-04-26|2022-05-02|7|11.506849315068491
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|225|2022-04-26|2022-06-01|37|60.821917808219226
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|226|2022-04-26|2022-05-01|6|9.863013698630136
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|227|2022-04-26|2022-05-03|8|13.150684931506847
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|228|2022-04-26|2022-05-28|33|54.24657534246579
0xC21D5d71fDFf09025dE5c261E90b279E07BBD44d|229|2022-04-26|2022-05-16|21|34.52054794520548
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|230|2022-04-26|2022-05-24|29|47.67123287671235
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|231|2022-04-26|2022-07-01|67|109.31506849315063
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|232|2022-04-26|2022-05-29|34|55.89041095890415
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|233|2022-04-26|2022-06-04|40|65.7534246575343
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|234|2022-04-26|2022-05-23|28|46.02739726027399
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|235|2022-04-26|2022-05-16|21|34.52054794520548
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|236|2022-04-26|2022-05-13|18|29.589041095890405
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|237|2022-04-26|2022-05-05|10|16.43835616438356
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|238|2022-04-26|2022-05-01|6|9.863013698630136
0x9c66d6AF8865318ac4b62D957Af0E288BC961bd4|239|2022-04-26|2022-05-11|16|26.301369863013694
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|240|2022-04-26|2022-05-08|13|21.369863013698627
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|241|2022-04-26|2022-05-07|12|19.72602739726027
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|242|2022-04-26|2022-06-11|47|77.26027397260276
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|243|2022-04-26|2022-05-31|36|59.17808219178087
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|244|2022-04-26|2022-05-05|10|16.43835616438356
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|245|2022-04-26|2022-05-21|26|42.739726027397275
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|246|2022-04-26|2022-05-21|26|42.739726027397275
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|247|2022-04-26|2022-05-26|31|50.95890410958907
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|248|2022-04-26|2022-05-06|11|18.082191780821915
0xed9Eec6057cBc2fa358AB73D24Cda1B550e8d55B|249|2022-04-26|2022-05-31|36|59.17808219178087
0x6f72C8C2BC82B7A9BF16f7ead96513330a8c8DD9|480|2022-04-26|2022-06-14|50|82.19178082191782
0x6f72C8C2BC82B7A9BF16f7ead96513330a8c8DD9|481|2022-04-26|2022-05-14|19|31.23287671232876
